"geolcode","class","abbreviation","de","de_description","fr","fr_description","it","it_description","en","en_description","color","pattern","tree"
15104447,"vlit40","MpmPw","Metapillowlawa",,"métapillowlawa",,"metavulcanite",,"metavulcanite",,,,"15104001.15104092.15104095.15104447"
15104093,"vlit40","Mps","sedimentärer Protolith erkennbar",,"protolithe sédimentaire reconnaissable",,"protolito sedimentario riconoscibile",,"sedimentary protolite recognisable",,,,
15200161,"vlit500",,,,,,,,"Kreide des Juragebirges",,"150,200,150",,"15200161"
15200099,"vlit500",,,,,,,,"Guiers-Member",,"150,190,120",,"15200161.15200603"
15200100,"vlit500",,,,,,,,"Vions-Formation",,"120,180,110",,"15200161.15200603"
15200101,"vlit500",,,,,,,,"Pierre-Châtel-Formation",,"90,170,100",,"15200161.15200603"
15200452,"vlit500",,,,,,,,"Unité Moyenne Calcaire (UMC)",,"90,170,100",,"15200161.15200603"
15200453,"vlit500",,,,,,,,"Unité Inférieure Oolithique (UIO)",,"90,170,100",,"15200161.15200603"
15200454,"vlit500",,,,,,,,"Mergel- und Kalkzone (MKZ)",,"90,170,100",,"15200161.15200603"
15200593,"vlit500",,,,,,,,"«Formation de la Chambotte Supérieure»",,"150,190,120",,"15200161.15200603"
15200594,"vlit500",,,,,,,,"«Formation de la Chambotte Inférieure»",,"150,190,120",,"15200161.15200603"
15200603,"vlit500",,,,,,,,"Undefinierte Gruppe der Kreide des Juragebirges",,"150,200,150",,"15200161.15200603"
15200092,"vlit500",,,,,,,,"Gorges-de-l'Orbe- und Vallorbe-Formation, undifferenziert",,"110,180,180",,"15200161.15200603.15200092"
15200093,"vlit500",,,,,,,,"Vallorbe-Formation",,"105,180,190",,"15200161.15200603.15200092.15200093"
15200094,"vlit500",,,,,,,,"Rivière-Member",,"105,180,190",,"15200161.15200603.15200092.15200093.15200094"
15200095,"vlit500",,,,,,,,"Russille-Member",,"105,180,190",,"15200161.15200603.15200092.15200093.15200095"
15200096,"vlit500",,,,,,,,"Gorges-de-l'Orbe-Formation",,"110,180,160",,"15200161.15200603.15200092.15200096"
15200097,"vlit500",,,,,,,,"Pierre-Châtel-, Vions- und Chambotte-Formation, undifferenziert",,"120,180,110",,"15200161.15200603.15200097"
15200098,"vlit500",,,,,,,,"Chambotte-Formation",,"150,190,120",,"15200161.15200603.15200097.15200098"
15200604,"vlit500",,,,,,,,"Obere Subgruppe der Kreide des Juragebirges",,"150,200,150",,"15200161.15200603.15200604"
15200148,"vlit500",,,,,,,,"Narlay-Formation",,"185,210,110",,"15200161.15200603.15200604.15200148"
15200149,"vlit500",,,,,,,,"Perte-du-Rhône-Formation",,"245,155,155",,"15200161.15200603.15200604.15200149"
15200181,"vlit500",,,,,,,,"Mussel-Member",,"250,175,175",,"15200161.15200603.15200604.15200149.15200181"
15200437,"vlit500",,,,,,,,"Vraconne-Sandstein",,"250,175,175",,"15200161.15200603.15200604.15200149.15200181.15200437"
15200438,"vlit500",,,,,,,,"Presta-Mergel",,"250,175,175",,"15200161.15200603.15200604.15200149.15200181.15200438"
15200439,"vlit500",,,,,,,,"Vernettes-Sandstein",,"250,175,175",,"15200161.15200603.15200604.15200149.15200181.15200439"
15200440,"vlit500",,,,,,,,"Ponthoud-Bank",,"250,175,175",,"15200161.15200603.15200604.15200149.15200181.15200440"
15200441,"vlit500",,,,,,,,"Scie-Besse-Sandstein",,"250,175,175",,"15200161.15200603.15200604.15200149.15200181.15200441"
15200182,"vlit500",,,,,,,,"Fulie-Member",,"240,145,145",,"15200161.15200603.15200604.15200149.15200182"
15200442,"vlit500",,,,,,,,"Mortier-Mergel",,"240,145,145",,"15200161.15200603.15200604.15200149.15200182.15200442"
15200443,"vlit500",,,,,,,,"Vauglène-Bänke",,"240,145,145",,"15200161.15200603.15200604.15200149.15200182.15200443"
15200444,"vlit500",,,,,,,,"Poet-Bank",,"240,145,145",,"15200161.15200603.15200604.15200149.15200182.15200444"
15200436,"vlit500",,,,,,,,"Poncin-Member",,"250,185,185",,"15200161.15200603.15200604.15200149.15200436"
15200605,"vlit500",,,,,,,,"Mittlere Subgruppe der Kreide des Juragebirges",,"150,200,150",,"15200161.15200603.15200605"
15200150,"vlit500",,,,,,,,"Grand-Essert-Formation",,"160,180,95",,"15200161.15200603.15200605.15200150"
15200151,"vlit500",,,,,,,,"Pierre Jaune de Neuchâtel",,"185,190,90",,"15200161.15200603.15200605.15200150.15200151"
15200183,"vlit500",,,,,,,,"Uttins-Mergel",,"185,190,90",,"15200161.15200603.15200605.15200150.15200151.15200183"
15200591,"vlit500",,,,,,,,"«Pierre Jaune Supérieure»",,"185,190,90",,"15200161.15200603.15200605.15200150.15200151.15200591"
15200592,"vlit500",,,,,,,,"«Pierre Jaune Inférieure»",,"185,190,90",,"15200161.15200603.15200605.15200150.15200151.15200592"
15200152,"vlit500",,,,,,,,"Hauterive-Mergel",,"145,160,85",,"15200161.15200603.15200605.15200150.15200152"
15200184,"vlit500",,,,,,,,"«Mergelkalk-Zone»",,"145,160,85",,"15200161.15200603.15200605.15200150.15200152.15200184"
15200153,"vlit500",,,,,,,,"Vuache-Formation",,"215,200,145",,"15200161.15200603.15200605.15200153"
15200154,"vlit500",,,,,,,,"«Alectryonia-Kalk»",,"215,200,145",,"15200161.15200603.15200605.15200153.15200154"
15200155,"vlit500",,,,,,,,"Arzier-Mergel",,"215,200,145",,"15200161.15200603.15200605.15200153.15200155"
15200185,"vlit500",,,,,,,,"«Bryozoen-Mergel»",,"215,200,145",,"15200161.15200603.15200605.15200153.15200185"
15200450,"vlit500",,,,,,,,"Astieria-Mergel",,"215,200,145",,"15200161.15200603.15200605.15200153.15200450"
15200451,"vlit500",,,,,,,,"Villers-Schichten",,"215,200,145",,"15200161.15200603.15200605.15200153.15200451"
15200606,"vlit500",,,,,,,,"Basale Subgruppe der Kreide des Juragebirges",,"150,200,150",,"15200161.15200603.15200606"
15200156,"vlit500",,,,,,,,"Goldberg-Formation",,"210,195,180",,"15200161.15200603.15200606.15200156"
15200162,"vlit500",,,,,,,,"Jura des Juragebirges",,"125,175,250",,"15200162"
15200012,"vlit500",,,,,,,,"Malm des Juragebirges",,"160,200,240",,"15200162.15200012"
15200160,"vlit500",,,,,,,,"Günsberg-, Vellerat-, Villigen-, Balsthal- und Courgenay-Formation, undifferenziert",,"170,190,210",,"15200162.15200012.15200160"
15200003,"vlit500",,,,,,,,"Courgenay-Formation",,"160,200,220",,"15200162.15200012.15200160.15200003"
15200026,"vlit500",,,,,,,,"Porrentruy-Member",,"160,200,220",,"15200162.15200012.15200160.15200003.15200026"
15200027,"vlit500",,,,,,,,"La-May-Member",,"160,200,220",,"15200162.15200012.15200160.15200003.15200027"
15200004,"vlit500",,,,,,,,"Vellerat-Formation",,"175,195,170",,"15200162.15200012.15200160.15200004"
15200028,"vlit500",,,,,,,,"Oolithe-Rousse-Member",,"175,195,170",,"15200162.15200012.15200160.15200004.15200028"
15200029,"vlit500",,,,,,,,"Bure-Member",,"175,195,170",,"15200162.15200012.15200160.15200004.15200029"
15200030,"vlit500",,,,,,,,"Hauptmumienbank-Member",,"175,195,170",,"15200162.15200012.15200160.15200004.15200030"
15200031,"vlit500",,,,,,,,"Röschenz-Member",,"175,195,170",,"15200162.15200012.15200160.15200004.15200031"
15200194,"vlit500",,,,,,,,"«Grüne Mumienbank»",,"175,195,170",,"15200162.15200012.15200160.15200004.15200031.15200194"
15200460,"vlit500",,,,,,,,"«Brauner Oolith»",,"175,195,170",,"15200162.15200012.15200160.15200004.15200031.15200460"
15200032,"vlit500",,,,,,,,"Vorbourg-Member",,"175,195,170",,"15200162.15200012.15200160.15200004.15200032"
15200105,"vlit500",,,,,,,,"Villigen-Formation",,"190,200,220",,"15200162.15200012.15200160.15200105"
15200106,"vlit500",,,,,,,,"Wangental-Member",,"190,200,220",,"15200162.15200012.15200160.15200105.15200106"
15200107,"vlit500",,,,,,,,"Letzi-Member",,"190,200,220",,"15200162.15200012.15200160.15200105.15200107"
15200108,"vlit500",,,,,,,,"«Knollen-Bank»",,"190,200,220",,"15200162.15200012.15200160.15200105.15200107.15200108"
15200109,"vlit500",,,,,,,,"Küssaburg-Member",,"190,200,220",,"15200162.15200012.15200160.15200105.15200109"
15200110,"vlit500",,,,,,,,"Wangen-Member",,"190,200,220",,"15200162.15200012.15200160.15200105.15200110"
15200111,"vlit500",,,,,,,,"Hornbuck-Member",,"190,200,220",,"15200162.15200012.15200160.15200105.15200111"
15200112,"vlit500",,,,,,,,"Crenularis-Member",,"190,200,220",,"15200162.15200012.15200160.15200105.15200112"
15200113,"vlit500",,,,,,,,"Geissberg-Member",,"190,200,220",,"15200162.15200012.15200160.15200105.15200113"
15200118,"vlit500",,,,,,,,"Günsberg-Formation",,"165,200,195",,"15200162.15200012.15200160.15200118"
15200119,"vlit500",,,,,,,,"«Moutier-Korallenkalk»",,"165,200,195",,"15200162.15200012.15200160.15200118.15200119"
15200188,"vlit500",,,,,,,,"Balsthal-Formation",,"175,200,220",,"15200162.15200012.15200160.15200188"
15200189,"vlit500",,,,,,,,"Verena-Member",,"175,200,220",,"15200162.15200012.15200160.15200188.15200189"
15200190,"vlit500",,,,,,,,"Holzflue-Member",,"175,200,220",,"15200162.15200012.15200160.15200188.15200190"
15200457,"vlit500",,,,,,,,"Balmberg-Oolith",,"175,200,220",,"15200162.15200012.15200160.15200188.15200190.15200457"
15200191,"vlit500",,,,,,,,"Laufen-Member",,"175,200,220",,"15200162.15200012.15200160.15200188.15200191"
15200458,"vlit500",,,,,,,,"Hautes-Roches-Algenkalk",,"175,200,220",,"15200162.15200012.15200160.15200188.15200191.15200458"
15200459,"vlit500",,,,,,,,"Akzessorische Mumienbänke",,"175,200,220",,"15200162.15200012.15200160.15200188.15200191.15200459"
15200192,"vlit500",,,,,,,,"Olten-Member",,"175,200,220",,"15200162.15200012.15200160.15200188.15200192"
15200193,"vlit500",,,,,,,,"Steinibach-Member",,"175,200,220",,"15200162.15200012.15200160.15200188.15200193"
15200477,"vlit500",,,,,,,,"Wohlgeschichtete-Kalke-Formation",,"190,200,220",,"15200162.15200012.15200160.15200477"
15200573,"vlit500",,,,,,,,"Günsberg- und Vellerat-Formation, undifferenziert",,"170,190,210",,"15200162.15200012.15200160.15200573"
15200607,"vlit500",,,,,,,,"Obere Subgruppe des Malms des Juragebirges",,"160,200,240",,"15200162.15200012.15200607"
15200001,"vlit500",,,,,,,,"Twannbach-Formation",,"165,210,185",,"15200162.15200012.15200607.15200001"
15200013,"vlit500",,,,,,,,"Vouglans-Member",,"165,210,185",,"15200162.15200012.15200607.15200001.15200013"
15200014,"vlit500",,,,,,,,"Chailley-Member",,"165,210,185",,"15200162.15200012.15200607.15200001.15200014"
15200015,"vlit500",,,,,,,,"Oberer Virgula-Mergel",,"165,210,185",,"15200162.15200012.15200607.15200001.15200015"
15200186,"vlit500",,,,,,,,"«Zuckerkörniger Kalk»",,"165,210,185",,"15200162.15200012.15200607.15200001.15200186"
15200455,"vlit500",,,,,,,,"«Calcaire âpre»",,"165,210,185",,"15200162.15200012.15200607.15200001.15200186.15200455"
15200002,"vlit500",,,,,,,,"Reuchenette-Formation",,"150,210,220",,"15200162.15200012.15200607.15200002"
15200019,"vlit500",,,,,,,,"Courtedoux-Member",,"150,210,220",,"15200162.15200012.15200607.15200002.15200019"
15200020,"vlit500",,,,,,,,"Banné-Member",,"150,210,220",,"15200162.15200012.15200607.15200002.15200020"
15200021,"vlit500",,,,,,,,"Vabenau-Member",,"150,210,220",,"15200162.15200012.15200607.15200002.15200021"
15200022,"vlit500",,,,,,,,"«Creugenat-Schichten»",,"150,210,220",,"15200162.15200012.15200607.15200002.15200021.15200022"
15200187,"vlit500",,,,,,,,"Chevenez-Member",,"150,210,220",,"15200162.15200012.15200607.15200002.15200187"
15200016,"vlit500",,,,,,,,"Grenznerineen-Bank",,"150,210,220",,"15200162.15200012.15200607.15200002.15200187.15200016"
15200017,"vlit500",,,,,,,,"«Cladocoropsis-Kalk»",,"150,210,220",,"15200162.15200012.15200607.15200002.15200187.15200017"
15200018,"vlit500",,,,,,,,"«Unterer Virgula-Mergel»",,"150,210,220",,"15200162.15200012.15200607.15200002.15200187.15200018"
15200426,"vlit500",,,,,,,,"Solothurner Schildkrötenkalk",,"150,210,220",,"15200162.15200012.15200607.15200002.15200426"
15200023,"vlit500",,,,,,,,"Etiollets-Formation",,"175,225,250",,"15200162.15200012.15200607.15200023"
15200024,"vlit500",,,,,,,,"Complexe récifal",,"175,225,250",,"15200162.15200012.15200607.15200023.15200024"
15200456,"vlit500",,,,,,,,"Landaize-Kalk",,"175,225,250",,"15200162.15200012.15200607.15200023.15200024.15200456"
15200025,"vlit500",,,,,,,,"Couvaloup-Member",,"175,225,250",,"15200162.15200012.15200607.15200023.15200025"
15200102,"vlit500",,,,,,,,"Burghorn-Formation",,"200,225,250",,"15200162.15200012.15200607.15200102"
15200103,"vlit500",,,,,,,,"Wettingen-Member",,"200,225,250",,"15200162.15200012.15200607.15200102.15200103"
15200104,"vlit500",,,,,,,,"Baden-Member",,"200,225,250",,"15200162.15200012.15200607.15200102.15200104"
15200469,"vlit500",,,,,,,,"Hangende-Bankkalke-Formation",,"225,250,255",,"15200162.15200012.15200607.15200469"
15200470,"vlit500",,,,,,,,"Zementmergel-Formation",,"230,245,250",,"15200162.15200012.15200607.15200470"
15200471,"vlit500",,,,,,,,"Liegende-Bankkalke-Formation",,"225,250,255",,"15200162.15200012.15200607.15200471"
15200472,"vlit500",,,,,,,,"Obere-Felsenkalke-Formation",,"210,235,255",,"15200162.15200012.15200607.15200472"
15200473,"vlit500",,,,,,,,"Untere-Felsenkalke-Formation",,"210,235,255",,"15200162.15200012.15200607.15200473"
15200474,"vlit500",,,,,,,,"Lacunosamergel-Formation",,"175,200,225",,"15200162.15200012.15200607.15200474"
15200475,"vlit500",,,,,,,,"Oberjura-Massenkalk-Formation",,"175,225,250",,"15200162.15200012.15200607.15200475"
15200476,"vlit500",,,,,,,,"Lochen-Subformation",,"180,210,235",,"15200162.15200012.15200607.15200475.15200476"
15200584,"vlit500",,,,,,,,"Tabalcon-Kalk",,"160,200,240",,"15200162.15200012.15200607.15200584"
15200040,"vlit500",,,,,,,,"Liesberg-Member",,"170,180,125",,"15200162.15200012.15200608"
15200041,"vlit500",,,,,,,,"Sornetan-Member",,"170,180,125",,"15200162.15200012.15200608"
15200042,"vlit500",,,,,,,,"Renggeri-Member",,"170,180,125",,"15200162.15200012.15200608"
15200608,"vlit500",,,,,,,,"Untere Subgruppe des Malms des Juragebirges",,"160,200,240",,"15200162.15200012.15200608"
15200005,"vlit500",,,,,,,,"St-Ursanne-Formation",,"180,180,180",,"15200162.15200012.15200608.15200005"
15200033,"vlit500",,,,,,,,"Tiergarten-Member",,"180,180,180",,"15200162.15200012.15200608.15200005.15200033"
15200034,"vlit500",,,,,,,,"Buix-Member",,"180,180,180",,"15200162.15200012.15200608.15200005.15200034"
15200035,"vlit500",,,,,,,,"Chestel-Member",,"180,180,180",,"15200162.15200012.15200608.15200005.15200035"
15200036,"vlit500",,,,,,,,"«Caquerelle-Pisolith»",,"180,180,180",,"15200162.15200012.15200608.15200005.15200035.15200036"
15200037,"vlit500",,,,,,,,"Grellingen-Member",,"180,180,180",,"15200162.15200012.15200608.15200005.15200037"
15200006,"vlit500",,,,,,,,"Bärschwil-Formation",,"170,180,125",,"15200162.15200012.15200608.15200006"
15200039,"vlit500",,,,,,,,"Pichoux-Formation",,"195,195,195",,"15200162.15200012.15200608.15200039"
15200114,"vlit500",,,,,,,,"Wildegg-Formation",,"195,205,200",,"15200162.15200012.15200608.15200114"
15200115,"vlit500",,,,,,,,"Effingen-Member",,"195,200,190",,"15200162.15200012.15200608.15200114.15200115"
15200116,"vlit500",,,,,,,,"Gerstenhübel-Bank",,"195,200,190",,"15200162.15200012.15200608.15200114.15200115.15200116"
15200195,"vlit500",,,,,,,,"«Pecten-Bank»",,"195,200,190",,"15200162.15200012.15200608.15200114.15200115.15200195"
15200117,"vlit500",,,,,,,,"Birmenstorf-Member",,"210,210,210",,"15200162.15200012.15200608.15200114.15200117"
15200478,"vlit500",,,,,,,,"Impressamergel-Formation",,"195,205,200",,"15200162.15200012.15200608.15200478"
15200055,"vlit500",,,,,,,,"Dogger des Juragebirges",,"180,160,140",,"15200162.15200055"
15200121,"vlit500",,,,,,,,"«Knorri-Ton»",,"180,150,120",,"15200162.15200055.15200609"
15200122,"vlit500",,,,,,,,"«Wuerttembergica-Schichten»",,"180,150,120",,"15200162.15200055.15200609"
15200123,"vlit500",,,,,,,,"«Parkinsoni-Schichten»«Subfurcatum-Bank»",,"180,150,120",,"15200162.15200055.15200609"
15200124,"vlit500",,,,,,,,"«Blagdeni-Schichten»",,"180,150,120",,"15200162.15200055.15200609"
15200202,"vlit500",,,,,,,,"«Parkinsoni-Schichten»",,"180,150,120",,"15200162.15200055.15200609"
15200609,"vlit500",,,,,,,,"Undifferenzierte Subgruppe des Doggers des Juragebirges",,"180,160,140",,"15200162.15200055.15200609"
15200007,"vlit500",,,,,,,,"Ifenthal-Formation",,"230,200,160",,"15200162.15200055.15200609.15200007"
15200043,"vlit500",,,,,,,,"Graitery-Member",,"230,200,160",,"15200162.15200055.15200609.15200007.15200043"
15200044,"vlit500",,,,,,,,"Herznach-Member",,"230,200,160",,"15200162.15200055.15200609.15200007.15200044"
15200045,"vlit500",,,,,,,,"Schellenbrücke-Bank",,"230,200,160",,"15200162.15200055.15200609.15200007.15200044.15200045"
15200046,"vlit500",,,,,,,,"Bollement-Member",,"230,200,160",,"15200162.15200055.15200609.15200007.15200046"
15200047,"vlit500",,,,,,,,"Ängistein-Member",,"230,200,160",,"15200162.15200055.15200609.15200007.15200047"
15200048,"vlit500",,,,,,,,"Unter-Erli-Bank",,"230,200,160",,"15200162.15200055.15200609.15200007.15200047.15200048"
15200049,"vlit500",,,,,,,,"Bözen-Member",,"230,200,160",,"15200162.15200055.15200609.15200007.15200049"
15200050,"vlit500",,,,,,,,"Saulcy-Member",,"230,200,160",,"15200162.15200055.15200609.15200007.15200050"
15200051,"vlit500",,,,,,,,"Schelmenloch-Member",,"230,200,160",,"15200162.15200055.15200609.15200007.15200051"
15200052,"vlit500",,,,,,,,"Anwil-Bank",,"230,200,160",,"15200162.15200055.15200609.15200007.15200051.15200052"
15200053,"vlit500",,,,,,,,"Châtillon-Member",,"230,200,160",,"15200162.15200055.15200609.15200007.15200053"
15200054,"vlit500",,,,,,,,"St-Brais-Member",,"230,200,160",,"15200162.15200055.15200609.15200007.15200054"
15200008,"vlit500",,,,,,,,"Hauptrogenstein",,"200,170,130",,"15200162.15200055.15200609.15200008"
15200380,"vlit500",,,,,,,,"Oberer Teil des Hauptrogensteins",,"210,180,140",,"15200162.15200055.15200609.15200008.15200380"
15200057,"vlit500",,,,,,,,"Spatkalk",,"210,180,140",,"15200162.15200055.15200609.15200008.15200380.15200057"
15200058,"vlit500",,,,,,,,"Pierre-Blanche",,"210,180,140",,"15200162.15200055.15200609.15200008.15200380.15200058"
15200059,"vlit500",,,,,,,,"Movelier-Schichten",,"210,180,140",,"15200162.15200055.15200609.15200008.15200380.15200059"
15200060,"vlit500",,,,,,,,"«Obere Oolithische Serie» («Grande Oolithe»)",,"210,180,140",,"15200162.15200055.15200609.15200008.15200380.15200060"
15200061,"vlit500",,,,,,,,"Obere Acuminata-Schichten",,"180,160,120",,"15200162.15200055.15200609.15200008.15200380.15200061"
15200178,"vlit500",,,,,,,,"Homomya-Mergel",,"180,160,120",,"15200162.15200055.15200609.15200008.15200380.15200178"
15200196,"vlit500",,,,,,,,"Ferrugineus-Oolith",,"210,180,140",,"15200162.15200055.15200609.15200008.15200380.15200196"
